<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
Overall Index,20130804,57397.10,57492.20,57264.40,57264.40,571810502
Overall Index,20130805,57267.50,57677.50,57267.50,57415.90,725472877
Overall Index,20130806,57526.00,57730.70,57526.00,57674.80,697942502
Overall Index,20130807,57898.10,58206.50,57898.10,58142.60,665106570
Overall Index,20130811,58383.70,58889.90,58383.70,58889.90,450616692
Overall Index,20130812,59131.70,59622.50,59131.70,59608.50,704032558
Overall Index,20130813,59606.90,59970.90,59606.90,59754.80,1049786529
Overall Index,20130814,59703.10,59703.10,59562.30,59610.20,978712375
Overall Index,20130817,59963.00,60537.00,59963.00,60410.30,737783908
Overall Index,20130818,60466.20,60466.20,59938.60,59938.60,824866482
Overall Index,20130819,59907.40,60129.20,59907.40,60052.20,635166802
Overall Index,20130820,60052.50,60052.50,59568.00,59568.00,460741132
Overall Index,20130821,59497.90,59497.90,59281.50,59281.60,505546118
Overall Index,20130824,59345.60,59596.80,59345.60,59552.80,492989546
Overall Index,20130825,59551.70,61389.30,59551.70,61163.50,616988676
Overall Index,20130826,61044.10,61044.10,60675.10,60675.70,572336223
Overall Index,20130827,60479.50,60749.90,60002.40,60002.40,770868873
Overall Index,20130828,59461.20,59461.20,58727.30,58727.30,275753612
Overall Index,20130831,58586.20,58586.20,58498.60,58561.00,286989165
Overall Index,20130901,58509.50,59061.40,58505.40,59057.00,347847675
Overall Index,20130903,59054.70,59233.80,58953.30,58962.90,335981121
Overall Index,20130904,58833.10,58833.10,58146.10,58146.10,134507478
Overall Index,20130907,58013.40,58013.40,57491.60,57491.60,156088221
Overall Index,20130908,57274.00,57274.00,57168.50,57198.10,313996285
Overall Index,20130909,57180.90,57215.50,57031.50,57035.40,257869146
Overall Index,20130910,57319.60,58190.40,57319.60,58190.40,548445407
Overall Index,20130911,58183.10,59164.60,58183.10,59164.60,547671867
Overall Index,20130914,59155.50,59254.90,59022.50,59117.40,315723903
Overall Index,20130915,59238.20,59466.20,59238.20,59401.50,407270927
Overall Index,20130916,59409.10,59464.90,59320.90,59347.70,355498989
Overall Index,20130917,59569.00,60075.30,59569.00,60056.40,328329776
Overall Index,20130918,60055.20,60964.10,60055.20,60964.10,458300389
Overall Index,20130921,60987.90,62053.50,60987.90,62053.20,674385485
Overall Index,20130922,62110.00,62110.00,61622.10,61707.20,738747327
Overall Index,20130923,61704.90,62904.80,61704.90,62904.80,764074292
Overall Index,20130924,62976.10,63284.60,62976.10,63010.20,886670249
Overall Index,20130925,63016.70,63461.40,63003.30,63455.30,751264436
Overall Index,20130928,63456.70,64695.40,63456.70,64695.40,763519629
Overall Index,20130929,64696.90,65328.80,64696.90,65328.80,854114075
Overall Index,20130930,65327.10,65811.00,65327.10,65720.00,604427186
Overall Index,20131001,65720.50,66350.00,65720.50,66350.00,739155147
Overall Index,20131002,66467.90,66620.40,66461.70,66506.30,572223713
Overall Index,20131005,66607.20,66684.00,66607.20,66662.50,543759428
Overall Index,20131006,66663.30,67064.00,66663.30,66997.70,587747950
Overall Index,20131007,67002.20,67019.60,66889.90,67019.00,652272037
Overall Index,20131008,67024.80,67508.90,67024.80,67505.30,1147113742
Overall Index,20131009,67653.00,68486.40,67653.00,68461.50,1508474227
Overall Index,20131012,68782.40,69703.50,68782.40,69703.50,1213912873
Overall Index,20131013,69703.70,71060.80,69703.70,70951.50,1307958771
Overall Index,20131014,71068.10,71522.00,70977.00,71471.80,884881582
Overall Index,20131015,71913.60,72766.60,71913.60,72766.50,722798531
Overall Index,20131019,72770.10,74519.00,72770.10,74400.20,1104898404
Overall Index,20131020,73930.10,73930.10,73145.10,73335.60,774220300
Overall Index,20131021,73533.40,73760.20,73533.40,73636.10,661239747
Overall Index,20131022,73498.40,73498.40,72997.70,72997.70,651838980
Overall Index,20131023,72742.00,73031.30,72723.00,73030.70,662382934
Overall Index,20131026,73291.90,73853.10,73291.90,73549.80,676406884
Overall Index,20131027,73535.90,73535.90,72201.00,72201.00,728610198
Overall Index,20131028,72222.30,72236.20,71866.90,72215.00,569052736
Overall Index,20131029,72400.50,73245.80,72400.50,73167.40,820253789
Overall Index,20131030,73292.70,73614.70,73292.70,73553.20,865702173
Overall Index,20131102,73807.90,73847.90,73490.40,73504.80,882861866
Overall Index,20131103,73589.30,73988.50,73589.30,73766.20,729011232
Overall Index,20131104,73735.20,73760.20,73558.80,73733.60,667174665
Overall Index,20131105,73798.00,74438.10,73798.00,74438.10,601790338
Overall Index,20131106,74435.90,75868.90,74435.90,75868.90,700700933
Overall Index,20131109,76335.30,76990.00,76335.30,76959.90,924467540
Overall Index,20131110,76928.00,77318.80,76537.70,77118.90,787081521
Overall Index,20131111,77210.80,77316.30,76895.90,76895.90,704939712
Overall Index,20131112,76874.50,76932.90,76755.50,76932.90,616694862
Overall Index,20131116,77117.40,77683.20,77117.40,77673.00,831005519
Overall Index,20131117,77674.80,77903.10,77214.10,77214.20,704964595
Overall Index,20131118,77192.60,77351.50,76994.80,77328.10,635636723
Overall Index,20131119,77417.30,78192.90,77417.30,78142.00,670193481
Overall Index,20131120,78143.30,78536.90,78143.30,78424.10,811487153
Overall Index,20131123,78424.90,79157.40,78424.90,78874.50,861258311
Overall Index,20131124,79401.40,80022.40,79401.40,80022.20,835746901
Overall Index,20131125,80635.30,81257.80,80635.30,81186.80,1751422947
Overall Index,20131126,81422.20,81764.50,81398.80,81549.50,1227349121
Overall Index,20131127,81550.20,82186.00,81550.20,82129.80,1339521872
Overall Index,20131130,82145.70,83572.50,82145.70,83572.50,1166432877
Overall Index,20131201,84047.20,84675.20,84047.20,84384.90,1580626248
Overall Index,20131202,84268.10,84268.10,83705.80,83706.50,1390666613
Overall Index,20131203,83871.60,84502.50,83775.50,83775.60,1372255381
Overall Index,20131204,83777.50,84342.30,83777.50,84211.40,1145251096
Overall Index,20131207,84214.70,84808.20,84214.70,84659.40,830258050
Overall Index,20131208,84759.70,85211.90,84684.30,84879.80,1346079627
Overall Index,20131209,85863.70,86095.20,85586.30,85586.50,1106114820
Overall Index,20131211,86103.90,86662.40,86103.90,86511.20,1174078460
Overall Index,20131214,86198.00,86198.00,85691.00,85691.10,1137113073
Overall Index,20131215,85856.60,87065.60,85856.60,87024.10,1234494113
Overall Index,20131216,87004.20,88205.50,87004.20,88112.50,1417579962
Overall Index,20131217,88195.50,88201.90,87646.10,87646.10,1295866985
Overall Index,20131218,87750.00,88163.60,87726.20,87726.20,1395104678
Overall Index,20131221,87811.50,87902.30,86957.10,86957.10,1416167940
Overall Index,20131222,86937.30,87015.50,86855.70,87015.50,2121059994
Overall Index,20131224,87021.80,88155.00,87021.80,88113.70,1463656237
Overall Index,20131225,88317.90,88692.60,88190.70,88190.70,1509435229
Overall Index,20131228,88193.30,88449.40,87691.30,87691.70,884684862
Overall Index,20131229,87752.10,87767.40,87425.20,87425.20,863217068
Overall Index,20131230,87404.50,87408.50,87403.60,87410.00,1132767664
Overall Index,20140101,87469.60,88177.10,87469.60,88177.00,978839578
Overall Index,20140104,88536.00,88926.90,88536.00,88926.70,1000648161
Overall Index,20140105,89149.70,89500.60,89149.70,89500.60,1011588612
Overall Index,20140106,89507.80,89723.60,89355.60,89355.70,1062221498
Overall Index,20140107,89477.40,89532.10,88749.20,88749.30,939668077
Overall Index,20140108,88714.60,88716.80,88069.00,88069.00,1056775189
Overall Index,20140111,88086.80,88086.80,87792.70,87792.70,719958306
Overall Index,20140112,87759.90,87759.90,85404.10,85404.10,798358518
Overall Index,20140113,85779.40,87112.90,85779.40,87112.90,867287879
Overall Index,20140114,87514.00,87514.00,87502.40,87502.40,1355929744
Overall Index,20140115,86599.30,86599.30,85296.70,85296.70,583647076
Overall Index,20140118,85572.50,85572.50,84973.10,84973.20,946980990
Overall Index,20140120,84842.00,84842.00,83641.50,83641.50,430046566
Overall Index,20140121,83496.20,83942.00,83252.40,83252.40,538030269
Overall Index,20140122,83163.90,83163.90,82028.70,82028.80,489562542
Overall Index,20140125,81981.60,82683.90,81923.30,82670.30,610298781
Overall Index,20140126,82669.80,82745.20,81893.90,81905.60,382214046
Overall Index,20140127,81803.80,81803.80,80789.20,80861.40,505562056
Overall Index,20140128,80932.20,81682.80,80932.20,81644.40,838175017
Overall Index,20140129,81713.60,82798.00,81713.60,82797.70,732257568
Overall Index,20140201,82970.50,84164.80,82970.50,84164.70,687990058
Overall Index,20140202,84414.60,84414.70,83606.50,83606.50,706328839
Overall Index,20140203,83588.20,83588.20,83157.10,83165.00,545544429
Overall Index,20140204,83188.50,83295.50,83147.50,83170.60,467564478
Overall Index,20140205,83086.20,83086.20,82212.40,82214.30,326849026
Overall Index,20140208,82066.00,82066.00,81066.80,81066.80,298842438
Overall Index,20140209,80932.20,81042.20,80932.20,80949.50,1132738886
Overall Index,20140210,80919.50,80931.50,80240.30,80240.30,954447087
Overall Index,20140212,80120.30,80120.30,79134.40,79136.60,199974087
Overall Index,20140215,79089.10,79162.50,79087.50,79153.10,216256902
Overall Index,20140216,79160.20,79769.20,79160.20,79769.20,339135579
Overall Index,20140217,79892.20,80686.30,79892.20,80603.00,511810099
Overall Index,20140218,80559.80,80559.80,80264.40,80435.70,289855422
Overall Index,20140219,80448.50,80988.50,80448.50,80986.50,340919207
Overall Index,20140222,81008.00,81332.40,81008.00,81325.00,280189295
Overall Index,20140223,81393.10,81399.20,81168.50,81281.60,289273671
Overall Index,20140224,81257.70,81257.70,80849.60,80849.80,188068787
Overall Index,20140225,80811.60,80811.60,80087.40,80087.40,218001413
Overall Index,20140226,80041.80,80041.80,79733.40,79785.50,322500645
Overall Index,20140301,79915.10,80137.40,79915.10,80105.00,391576933
Overall Index,20140302,80113.90,80113.90,79583.80,79584.10,223280754
Overall Index,20140303,79551.60,79551.60,78518.80,78518.80,302263121
Overall Index,20140304,78455.60,78455.60,78047.30,78072.60,307135505
Overall Index,20140305,77992.40,78449.90,77990.90,78447.20,763413013
Overall Index,20140308,78483.50,78590.90,78231.00,78231.00,398174991
Overall Index,20140309,78197.80,78197.80,77515.60,77515.60,532306975
Overall Index,20140310,77491.10,77491.10,77218.30,77219.50,572985827
Overall Index,20140311,77219.70,77219.70,76582.60,76582.70,376374487
Overall Index,20140312,76571.40,76589.00,76404.60,76583.40,734246963
Overall Index,20140315,76653.20,77191.30,76653.20,77191.30,690274433
Overall Index,20140316,77159.50,77844.10,77159.50,77816.20,1441285529
Overall Index,20140317,78028.70,78642.30,78028.70,78430.80,1111852769
Overall Index,20140318,78424.80,78968.30,78424.80,78968.10,1144223839
Overall Index,20140319,79009.90,79076.00,79009.90,79015.40,596312918
Overall Index,20140325,79052.20,79065.20,79008.80,79013.50,371722722
Overall Index,20140326,79019.50,79019.50,78619.10,78619.40,233537203
Overall Index,20140329,78615.10,78615.10,78239.70,78239.70,248278118
Overall Index,20140330,78251.00,78469.20,78251.00,78469.20,224539689
Overall Index,20140331,78505.20,78741.30,78505.20,78741.30,382819019
Overall Index,20140405,78708.20,78797.70,78547.70,78547.70,309473025
Overall Index,20140406,78574.70,78574.70,77634.70,77634.70,454097815
Overall Index,20140407,77595.30,77604.20,77418.50,77418.60,347671359
Overall Index,20140408,77603.70,77940.30,77603.70,77817.50,512829738
Overall Index,20140409,77810.20,77810.20,77423.90,77423.90,732296306
Overall Index,20140412,77426.10,77460.50,76501.70,76501.80,381037358
Overall Index,20140413,76446.20,76446.20,74920.60,74920.70,743941299
Overall Index,20140414,74764.90,74764.90,73973.40,73973.40,339575707
Overall Index,20140415,73908.80,73914.00,73768.80,73847.60,457084428
Overall Index,20140416,73889.60,74178.20,73889.60,74161.20,322736026
Overall Index,20140419,74153.80,74153.80,73637.80,73637.80,179240492
Overall Index,20140420,73725.50,74160.00,73725.50,74160.00,297866318
Overall Index,20140421,74267.50,75035.30,74267.50,75035.30,453219085
Overall Index,20140422,75293.00,75773.80,75293.00,75735.20,506388500
Overall Index,20140423,75732.60,75980.60,75732.60,75980.50,475620290
Overall Index,20140426,76144.00,77404.10,76144.00,77404.10,423161808
Overall Index,20140427,77408.60,77977.40,77408.60,77923.60,878869230
Overall Index,20140428,77916.70,78193.50,77751.90,78131.10,646518269
Overall Index,20140429,78129.40,78632.20,78129.40,78151.30,563630451
Overall Index,20140430,78126.90,78212.10,78115.10,78164.30,636510272
Overall Index,20140503,78233.20,78252.60,77938.90,77939.00,472815476
Overall Index,20140504,77882.60,77882.60,77545.00,77569.20,420567808
Overall Index,20140505,77642.70,77779.90,77642.70,77763.80,544298049
Overall Index,20140506,77763.40,77957.90,77717.30,77717.30,785956306
Overall Index,20140507,77717.50,77790.20,77663.30,77752.40,587236976
Overall Index,20140510,77804.00,78014.50,77804.00,77931.00,454090141
Overall Index,20140511,77931.10,77973.60,77733.60,77733.60,480969235
Overall Index,20140512,77752.10,77826.60,77596.10,77596.10,528712548
Overall Index,20140514,77646.70,77660.40,77593.10,77610.30,638422177
Overall Index,20140517,77531.60,77530.90,76894.20,76895.30,540669574
Overall Index,20140518,76905.00,77066.00,76905.00,76987.50,735589081
Overall Index,20140519,76985.80,77045.00,76528.90,76528.90,999884761
Overall Index,20140520,76519.20,76666.60,76504.30,76634.40,656728181
Overall Index,20140521,76673.00,76786.10,76673.00,76767.60,1124335786
Overall Index,20140524,76839.00,76840.40,76703.90,76703.90,600447668
Overall Index,20140525,76686.70,76686.70,76394.10,76394.20,414917159
Overall Index,20140526,76412.80,76412.80,76212.00,76212.00,468937339
Overall Index,20140528,76257.00,76267.00,76067.80,76067.80,551956344
Overall Index,20140531,76093.60,76114.80,75687.10,75687.10,537174520
Overall Index,20140601,75672.10,75672.10,74543.40,74543.40,611768214
Overall Index,20140602,74541.10,74756.30,74541.10,74735.90,672212555
Overall Index,20140603,74829.10,75111.20,74829.10,75102.80,285170436
Overall Index,20140607,75327.10,75530.40,75327.10,75329.50,307928493
Overall Index,20140608,75337.60,75443.80,75327.50,75353.50,286293586
Overall Index,20140609,75407.30,75423.70,75240.50,75240.50,322876682
Overall Index,20140610,75245.80,75245.80,74836.70,74836.70,744838904
Overall Index,20140611,74822.20,74822.20,74499.10,74499.10,633192423
Overall Index,20140614,74494.20,74494.20,73516.00,73516.00,249226201
Overall Index,20140615,73459.40,73459.40,72631.80,72631.80,486887049
Overall Index,20140616,72645.50,72780.00,72645.50,72748.80,255994506
Overall Index,20140617,72801.40,72801.40,72638.00,72638.00,214925421
Overall Index,20140618,72636.90,72873.10,72636.20,72873.10,287001086
Overall Index,20140621,72927.40,72983.10,72927.40,72969.00,225363345
Overall Index,20140622,72985.70,72990.40,72893.90,72900.80,241118896
Overall Index,20140623,72895.60,72895.60,72544.90,72544.90,282098113
Overall Index,20140624,72524.60,72524.60,72344.40,72344.40,267302693
Overall Index,20140625,72454.40,72455.90,72249.90,72249.90,282014399
Overall Index,20140628,72224.30,72224.30,71662.00,71662.00,239883971
Overall Index,20140629,71603.60,71603.60,70970.20,70970.30,261786379
Overall Index,20140630,70911.20,70911.20,70341.50,70341.50,220745874
Overall Index,20140701,70312.40,70423.10,70273.20,70423.00,254190099
Overall Index,20140702,70505.00,70876.60,70505.00,70876.60,235793839
Overall Index,20140705,70939.20,72166.80,70939.20,72162.20,279730637
Overall Index,20140706,72381.60,72416.80,71960.20,71960.20,531084780
Overall Index,20140707,71952.80,71952.80,71872.40,71916.60,385313597
Overall Index,20140708,71992.50,73025.00,71992.50,73025.00,495158083
Overall Index,20140709,73019.10,73416.50,73019.10,73416.40,714913057
Overall Index,20140712,73367.50,73598.20,73367.50,73555.90,441059052
Overall Index,20140713,73558.10,73572.00,73226.20,73226.20,453609980
Overall Index,20140714,73236.30,73359.80,73234.70,73347.40,393154020
Overall Index,20140715,73364.40,73479.90,73364.40,73457.90,424127495
Overall Index,20140716,73457.40,73772.10,73457.40,73754.20,530604401
Overall Index,20140720,73769.80,73801.70,73735.80,73750.20,492398777
Overall Index,20140721,73758.10,73899.30,73752.50,73890.50,280630283
Overall Index,20140722,73917.30,74526.10,73917.30,74526.10,384736531
Overall Index,20140723,74614.20,74904.50,74614.20,74841.60,419251661
Overall Index,20140726,74879.70,74879.70,74785.50,74840.30,336023444
Overall Index,20140727,74839.90,74888.10,74824.60,74848.00,384158541
Overall Index,20140728,74849.80,74997.70,74849.80,74997.60,354811517
Overall Index,20140802,75026.40,75028.40,74841.00,74841.00,346038923
Overall Index,20140803,74842.10,74852.00,74637.40,74637.40,412953579
Overall Index,20140804,74654.20,74752.20,74654.20,74709.20,382904131
Overall Index,20140805,74789.00,74800.80,74683.30,74697.50,372491067
